path,reference,hypothesis,reference_norm,hypothesis_norm,wer,cer
076_Кинзягулова Гульназ.alignment_0004.wav,"Халҡым теле — миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ; Илен һөймәҫ кенә телен һөймәҫ, Илe юҡтың ғына теле юҡ!","Халҡым теле миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ, Илен һөймәҫ кенә, телен һөймәҫ, Иле юҡтың ғына теле юҡ.",халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ илe юҡтың ғына теле юҡ,халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ иле юҡтың ғына теле юҡ,0.05,0.009433962264150943
076_Кинзягулова Гульназ.alignment_0005.wav,"Әсәм теле миңә — сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ!","Әсәм теле миңә сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ.",әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,0.0,0.0
080_Ханов Аслан.alignment_0001.wav,"ТУҒАН ТЕЛ И туған тел, и матур тел, атам-әсәмдең теле!..",Рәми Гәрипов түгән тел.,туған тел и туған тел и матур тел атам әсәмдең теле,рәми гәрипов түгән тел,0.9090909090909091,0.803921568627451
080_Ханов Аслан.alignment_0002.wav,"Туҡай Мин халҡымдың сәскә күңеленән Бал ҡортондай ынйы йыямын, Йыямын да — йәнле ынйыларҙан Хуш еҫле бер кәрәҙ ҡоямын.","Мин холҡомдоң сәскә күңеленән, бауаҡ уртындай, ынйы йыямын, йыямын да, йөнлө ынъяуарҙан, һуң шетле бер кереҫ ҡуямын.",туҡай мин халҡымдың сәскә күңеленән бал ҡортондай ынйы йыямын йыямын да йәнле ынйыларҙан хуш еҫле бер кәрәҙ ҡоямын,мин холҡомдоң сәскә күңеленән бауаҡ уртындай ынйы йыямын йыямын да йөнлө ынъяуарҙан һуң шетле бер кереҫ ҡуямын,0.5555555555555556,0.23684210526315788
080_Ханов Аслан.alignment_0003.wav,"Шуға ла мин беләм тел ҡәҙерен: Бер телдән дә телем кәм түгел — Көслө лә ул, бай ҙа, яғымлы ла, Кәм күрер тик уны кәм күңел!..","Шуға ла мин беләм тел, тәҙрән, Бер телдән дә телем кәм түгел, Көслө лә ул байҙа, яғымлы ла, Кәм күрер уны, кәм күңел.",шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрер тик уны кәм күңел,шуға ла мин беләм тел тәҙрән бер телдән дә телем кәм түгел көслө лә ул байҙа яғымлы ла кәм күрер уны кәм күңел,0.16,0.06896551724137931
080_Ханов Аслан.alignment_0004.wav,"Халҡым теле — миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ; Илен һөймәҫ кенә телен һөймәҫ, Илe юҡтың ғына теле юҡ!","Халҡын теле миңә хаҡлыҡ теле, Унан башта минең илем юҡ, Илен һөймәҫ кенә, теле һөймәҫ, Иле йүктең ғына теле юҡ.",халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ илe юҡтың ғына теле юҡ,халҡын теле миңә хаҡлыҡ теле унан башта минең илем юҡ илен һөймәҫ кенә теле һөймәҫ иле йүктең ғына теле юҡ,0.25,0.07547169811320754
080_Ханов Аслан.alignment_0005.wav,"Әсәм теле миңә — сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ!","Әсән теле миңә, сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла халҡы юҡ.",әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,әсән теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла халҡы юҡ,0.1111111111111111,0.019230769230769232
086_Галимова Зухра.alignment_0001.wav,"ТУҒАН ТЕЛ И туған тел, и матур тел, атам-әсәмдең теле!..",— тип һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт.,туған тел и туған тел и матур тел атам әсәмдең теле,тип һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт,1.2727272727272727,1.5686274509803921
086_Галимова Зухра.alignment_0002.wav,"Туҡай Мин халҡымдың сәскә күңеленән Бал ҡортондай ынйы йыямын, Йыямын да — йәнле ынйыларҙан Хуш еҫле бер кәрәҙ ҡоямын.","Мин халҡымдың сәскә күңел менән, бал ҡортондай ынғы йыямын, йыямын да, йәнле ынделарҙан хуш етле, бер кәрәҫ ҡуямын.",туҡай мин халҡымдың сәскә күңеленән бал ҡортондай ынйы йыямын йыямын да йәнле ынйыларҙан хуш еҫле бер кәрәҙ ҡоямын,мин халҡымдың сәскә күңел менән бал ҡортондай ынғы йыямын йыямын да йәнле ынделарҙан хуш етле бер кәрәҫ ҡуямын,0.4444444444444444,0.12280701754385964
086_Галимова Зухра.alignment_0003.wav,"Шуға ла мин беләм тел ҡәҙерен: Бер телдән дә телем кәм түгел — Көслө лә ул, бай ҙа, яғымлы ла, Кәм күрер тик уны кәм күңел!..","Шуңа ла мин беләм тел ҡәҙерен, Бел телдән дә телен кәм түгел, Көслө лә ул, бай ҙа, яғымлы ла Кәм күрел уны тик, кәм күңел.",шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрер тик уны кәм күңел,шуңа ла мин беләм тел ҡәҙерен бел телдән дә телен кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрел уны тик кәм күңел,0.24,0.08620689655172414
086_Галимова Зухра.alignment_0004.wav,"Халҡым теле — миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ; Илен һөймәҫ кенә телен һөймәҫ, Илe юҡтың ғына теле юҡ!","Халҡын теле миңә, хаҡлыҡ теле, Унан башҡа минең телен юҡ, Илен һөймәҫ кенә, телен һөймәҫ, Илен юҡтың ғына теле юҡ.",халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ илe юҡтың ғына теле юҡ,халҡын теле миңә хаҡлыҡ теле унан башҡа минең телен юҡ илен һөймәҫ кенә телен һөймәҫ илен юҡтың ғына теле юҡ,0.15,0.05660377358490566
086_Галимова Зухра.alignment_0005.wav,"Әсәм теле миңә — сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ!","Әсәм теле миңә, сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡи.",әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡи,0.1111111111111111,0.038461538461538464
087_Газизова Айлина.alignment_0001.wav,"ТУҒАН ТЕЛ И туған тел, и матур тел, атам-әсәмдең теле!..",— тип һәйбәт һәйбәт һәйбәт.,туған тел и туған тел и матур тел атам әсәмдең теле,тип һәйбәт һәйбәт һәйбәт,1.0,0.8235294117647058
087_Газизова Айлина.alignment_0002.wav,"Туҡай Мин халҡымдың сәскә күңеленән Бал ҡортондай ынйы йыямын, Йыямын да — йәнле ынйыларҙан Хуш еҫле бер кәрәҙ ҡоямын.","Былай булған һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң,",туҡай мин халҡымдың сәскә күңеленән бал ҡортондай ынйы йыямын йыямын да йәнле ынйыларҙан хуш еҫле бер кәрәҙ ҡоямын,былай булған һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң,1.8333333333333333,1.0
087_Газизова Айлина.alignment_0003.wav,"Шуға ла мин беләм тел ҡәҙерен: Бер телдән дә телем кәм түгел — Көслө лә ул, бай ҙа, яғымлы ла, Кәм күрер тик уны кәм күңел!..",— тип һәйләнәй һәйләнәй.,шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрер тик уны кәм күңел,тип һәйләнәй һәйләнәй,1.0,0.8793103448275862
087_Газизова Айлина.alignment_0004.wav,"Халҡым теле — миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ; Илен һөймәҫ кенә телен һөймәҫ, Илe юҡтың ғына теле юҡ!",— тип һәйбәт һәйбәт һәйбәт.,халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ илe юҡтың ғына теле юҡ,тип һәйбәт һәйбәт һәйбәт,1.0,0.8679245283018868
087_Газизова Айлина.alignment_0005.wav,"Әсәм теле миңә — сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ!","— Әхҡө, йәмен, рәхмәт!",әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,әхҡө йәмен рәхмәт,1.0,0.8942307692307693
137_Мустафаева Гюльнара.alignment_0001.wav,"ТУҒАН ТЕЛ И туған тел, и матур тел, атам-әсәмдең теле!..","Рәмилә Ғәрибов, туған тел!",туған тел и туған тел и матур тел атам әсәмдең теле,рәмилә ғәрибов туған тел,0.8181818181818182,0.7843137254901961
137_Мустафаева Гюльнара.alignment_0002.wav,"Туҡай Мин халҡымдың сәскә күңеленән Бал ҡортондай ынйы йыямын, Йыямын да — йәнле ынйыларҙан Хуш еҫле бер кәрәҙ ҡоямын.","Мин халҡымдың сәскә күңеленән, Бау ҡортондай ынйы ямын, Йыямын да, йәнле ынйыуарҙан Хуш эсле бер кәрәк ҡоямын.",туҡай мин халҡымдың сәскә күңеленән бал ҡортондай ынйы йыямын йыямын да йәнле ынйыларҙан хуш еҫле бер кәрәҙ ҡоямын,мин халҡымдың сәскә күңеленән бау ҡортондай ынйы ямын йыямын да йәнле ынйыуарҙан хуш эсле бер кәрәк ҡоямын,0.3333333333333333,0.11403508771929824
137_Мустафаева Гюльнара.alignment_0003.wav,"Шуға ла мин беләм тел ҡәҙерен: Бер телдән дә телем кәм түгел — Көслө лә ул, бай ҙа, яғымлы ла, Кәм күрер тик уны кәм күңел!..","Шуға ла мин беләм, тел ҡәҙерен, Бер телдән дә телем кәм түгел, Көслө лә ул, байҙы, яғыңлығы, Кәм күрер уны тик кәм күңел.",шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрер тик уны кәм күңел,шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул байҙы яғыңлығы кәм күрер уны тик кәм күңел,0.24,0.10344827586206896
137_Мустафаева Гюльнара.alignment_0004.wav,"Халҡым теле — миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ; Илен һөймәҫ кенә телен һөймәҫ, Илe юҡтың ғына теле юҡ!","Халҡым теле миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ, Илен һөймәҫ кәлә, телен һөймәҫ, Иле юҡтың ғына теле юҡ.",халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ илe юҡтың ғына теле юҡ,халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кәлә телен һөймәҫ иле юҡтың ғына теле юҡ,0.1,0.02830188679245283
137_Мустафаева Гюльнара.alignment_0005.wav,"Әсәм теле миңә — сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ!","Әсән теле, миңәсәсән теле, Унан башҡа минең халҡын юҡ, Йөрәкендә халҡы булмағандың Кеше борға ла хаҡы юҡ.",әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,әсән теле миңәсәсән теле унан башҡа минең халҡын юҡ йөрәкендә халҡы булмағандың кеше борға ла хаҡы юҡ,0.3333333333333333,0.0673076923076923
147_Галиуллин Артур.alignment_0001.wav,"ТУҒАН ТЕЛ И туған тел, и матур тел, атам-әсәмдең теле!..",Мин Ғәрипов тулан.,туған тел и туған тел и матур тел атам әсәмдең теле,мин ғәрипов тулан,1.0,0.8431372549019608
147_Галиуллин Артур.alignment_0002.wav,"Туҡай Мин халҡымдың сәскә күңеленән Бал ҡортондай ынйы йыямын, Йыямын да — йәнле ынйыларҙан Хуш еҫле бер кәрәҙ ҡоямын.","Тел, мин халҡымдың, шешкә күңеленән, бал ҡартындай инжи зияман, зияман да, яңы инжиләрҙән, ҡуш нисле бер керәс ҡояман.",туҡай мин халҡымдың сәскә күңеленән бал ҡортондай ынйы йыямын йыямын да йәнле ынйыларҙан хуш еҫле бер кәрәҙ ҡоямын,тел мин халҡымдың шешкә күңеленән бал ҡартындай инжи зияман зияман да яңы инжиләрҙән ҡуш нисле бер керәс ҡояман,0.6666666666666666,0.30701754385964913
147_Галиуллин Артур.alignment_0003.wav,"Шуға ла мин беләм тел ҡәҙерен: Бер телдән дә телем кәм түгел — Көслө лә ул, бай ҙа, яғымлы ла, Кәм күрер тик уны кәм күңел!..","Шуңа да мин беләм тел ҡәҙерен, Бер телдән дә телем кем түгел, Көшлө дә ул бай да, яғымлы да, Кем күрер аны ти, кем күңел?",шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрер тик уны кәм күңел,шуңа да мин беләм тел ҡәҙерен бер телдән дә телем кем түгел көшлө дә ул бай да яғымлы да кем күрер аны ти кем күңел,0.44,0.12931034482758622
147_Галиуллин Артур.alignment_0004.wav,"Халҡым теле — миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ; Илен һөймәҫ кенә телен һөймәҫ, Илe юҡтың ғына теле юҡ!","Халҡын теле менә хаҡлыҡ теле, ана башта минең илем юҡ, илен семәс кенә, телен семәс, илен юҡһынан ғына теле юҡ.",халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ илe юҡтың ғына теле юҡ,халҡын теле менә хаҡлыҡ теле ана башта минең илем юҡ илен семәс кенә телен семәс илен юҡһынан ғына теле юҡ,0.4,0.18867924528301888
147_Галиуллин Артур.alignment_0005.wav,"Әсәм теле миңә — сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ!","Анан теле миңә, шәй-шән теле, анан башҡа минең халҡым юҡ, ирәгендә халҡым булмағаның, кеше булырға ҙа хаҡы юҡ.",әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,анан теле миңә шәй шән теле анан башҡа минең халҡым юҡ ирәгендә халҡым булмағаның кеше булырға ҙа хаҡы юҡ,0.4444444444444444,0.1346153846153846
121_Абдрахманова Нургуль.alignment_0001.wav,"Минең тыуған ҡырҙарым, Балдай татлы һыуҙарым, Яландарым, урманым, Күккә ашҡан Уралым, — Минең изге төйәгем, Һеҙҙе һөйә йөрәгем.","Минең туған ҡыҙарым, балдай тартлаһыуҙарым, яландарым, урыманым, күккә ашҡан оралым, минең изге тигән...",минең тыуған ҡырҙарым балдай татлы һыуҙарым яландарым урманым күккә ашҡан уралым минең изге төйәгем һеҙҙе һөйә йөрәгем,минең туған ҡыҙарым балдай тартлаһыуҙарым яландарым урыманым күккә ашҡан оралым минең изге тигән,0.5882352941176471,0.2542372881355932
121_Абдрахманова Нургуль.alignment_0002.wav,"Күгәреп күккә үрелгән Ҡарлы башын Уралдың, Күҙҙең яуын алырҙай Матурлығын ҡырҙарҙың Мәңге маҡтар инем мин, Мәңге данлар инем мин.",— тип һөйләйҙе һеҙҙе һөйәй йөрәге.,күгәреп күккә үрелгән ҡарлы башын уралдың күҙҙең яуын алырҙай матурлығын ҡырҙарҙың мәңге маҡтар инем мин мәңге данлар инем мин,тип һөйләйҙе һеҙҙе һөйәй йөрәге,1.0,0.873015873015873
121_Абдрахманова Нургуль.alignment_0003.wav,"Тыуған-үҫкән илемдән Яҙмышым йыраҡ ташлаһа, Һеҙҙе һағынып өлгөрәм, Төшөмдә һеҙҙе гел күрәм, Минең тыуған ҡырҙарым, Балдай татлы һыуҙарым, Яландарым, урманым, Һөйгән һылыу Уралым!",Ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһы,тыуған үҫкән илемдән яҙмышым йыраҡ ташлаһа һеҙҙе һағынып өлгөрәм төшөмдә һеҙҙе гел күрәм минең тыуған ҡырҙарым балдай татлы һыуҙарым яландарым урманым һөйгән һылыу уралым,ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһында ҡайҙаһы,1.0,0.9176470588235294
121_Абдрахманова Нургуль.alignment_0004.wav,"Тыуған яҡтан ел иҫһә, Ул миңә хәбәр килтерә; Тыуған-үҫкән еремдән, Өҙөлөп һөйгән илемдән, — Минең тыуған ҡырҙарҙан, Балдай татлы һыуҙарҙан, Яландарҙан, урмандан, Күккә ашҡан Уралдан Миңә хәбәр килтерә.","Ҡайҙағыҙҙарҙың мәңге маҡтар ине мин, мәңге данлар ине мин.",тыуған яҡтан ел иҫһә ул миңә хәбәр килтерә тыуған үҫкән еремдән өҙөлөп һөйгән илемдән минең тыуған ҡырҙарҙан балдай татлы һыуҙарҙан яландарҙан урмандан күккә ашҡан уралдан миңә хәбәр килтерә,ҡайҙағыҙҙарҙың мәңге маҡтар ине мин мәңге данлар ине мин,1.0,0.8368421052631579
104_Сиражетдинова Залифа.alignment_0001.wav,"Ай Уралым, Уралым, Күгәреп ятҡан Уралым.","Ай, уралым, уралым, күгәреп ятҡан уралым.",ай уралым уралым күгәреп ятҡан уралым,ай уралым уралым күгәреп ятҡан уралым,0.0,0.0
104_Сиражетдинова Залифа.alignment_0002.wav,Нурға сумған түбәһе Күккә ашҡан Уралым!,"Нурға сумған түбәһе, Күккә ашҡан уралың.",нурға сумған түбәһе күккә ашҡан уралым,нурға сумған түбәһе күккә ашҡан уралың,0.16666666666666666,0.02631578947368421
104_Сиражетдинова Залифа.alignment_0003.wav,"Һине маҡтай йырҙарым, Һине данлай йырҙарым.","Кине маҡта йырҙарын, кине данла йырҙарын.",һине маҡтай йырҙарым һине данлай йырҙарым,кине маҡта йырҙарын кине данла йырҙарын,1.0,0.14634146341463414
104_Сиражетдинова Залифа.alignment_0004.wav,"Төнөн күккә ай ҡалҡһа, Алтындай балҡый Уралтау; Көндөҙ күккә көн ҡалҡһа, Көмөштәй балҡый Уралтау.","Беҙҙең күккә ай ҡалҡһа, алтындай балҡый уралтау, көндө күккә көн ҡалҡһа, ҡылыштай балҡый уралтау.",төнөн күккә ай ҡалҡһа алтындай балҡый уралтау көндөҙ күккә көн ҡалҡһа көмөштәй балҡый уралтау,беҙҙең күккә ай ҡалҡһа алтындай балҡый уралтау көндө күккә көн ҡалҡһа ҡылыштай балҡый уралтау,0.21428571428571427,0.12903225806451613
104_Сиражетдинова Залифа.alignment_0005.wav,"Биттәреңдә, Уралтау, Ҡамыштай ҡарағай урманың, Итәгеңдә, Уралтау, Балаҫтан болон, ҡырҙарың...","Биктәреңдә үралтау, ҡамыштай-ҡарағай урманың, итәгеңдә үралтау, балыҫты.",биттәреңдә уралтау ҡамыштай ҡарағай урманың итәгеңдә уралтау балаҫтан болон ҡырҙарың,биктәреңдә үралтау ҡамыштай ҡарағай урманың итәгеңдә үралтау балыҫты,0.6,0.23809523809523808
104_Сиражетдинова Залифа.alignment_0006.wav,Ҡыҙарып ҡалҡҡан ҡояшты Һайрап ҡаршылай ҡоштарың; Тонйорап батҡан ҡояшты Һайрап оҙата ҡоштарың.,"Ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡай�",ҡыҙарып ҡалҡҡан ҡояшты һайрап ҡаршылай ҡоштарың тонйорап батҡан ҡояшты һайрап оҙата ҡоштарың,ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡай,1.5,1.1630434782608696
104_Сиражетдинова Залифа.alignment_0007.wav,"Ай Уралым, Уралым, Һылыу ҙа һылыу Уралым!",— тип һәйләнәй.,ай уралым уралым һылыу ҙа һылыу уралым,тип һәйләнәй,1.0,0.9210526315789473
104_Сиражетдинова Залифа.alignment_0008.wav,"Һүҙем бөтһә лә телемдә, Йырым бөтмәне, Уралым!",— тип һәйләнәй.,һүҙем бөтһә лә телемдә йырым бөтмәне уралым,тип һәйләнәй,1.0,0.8372093023255814
104_Сиражетдинова Залифа.alignment_0009.wav,"Маҡтап ҡурай уйнаһам, Бөтмәй ҙә торған көй булыр.",— тип һөйләй.,маҡтап ҡурай уйнаһам бөтмәй ҙә торған көй булыр,тип һөйләй,1.0,0.8297872340425532
104_Сиражетдинова Залифа.alignment_0010.wav,"Данлап йырым йырлаһам, Бөтмәй ҙә торған йыр булыр.","лап йырын йырлаһам, бөтмәй ҙә торған, йыр булыр, ,",данлап йырым йырлаһам бөтмәй ҙә торған йыр булыр,лап йырын йырлаһам бөтмәй ҙә торған йыр булыр,0.25,0.08333333333333333
142_Фахрисламов Адель.alignment_0001.wav,"Ай Уралым, Уралым, Күгәреп ятҡан Уралым.",— тип һәйбәт һәйбәт.,ай уралым уралым күгәреп ятҡан уралым,тип һәйбәт һәйбәт,1.0,0.8918918918918919
142_Фахрисламов Адель.alignment_0002.wav,Нурға сумған түбәһе Күккә ашҡан Уралым!,— тип һәйләнәй.,нурға сумған түбәһе күккә ашҡан уралым,тип һәйләнәй,1.0,0.8947368421052632
142_Фахрисламов Адель.alignment_0003.wav,"Һине маҡтай йырҙарым, Һине данлай йырҙарым.",— тип һәйләнәй.,һине маҡтай йырҙарым һине данлай йырҙарым,тип һәйләнәй,1.0,0.8780487804878049
142_Фахрисламов Адель.alignment_0004.wav,"Төнөн күккә ай ҡалҡһа, Алтындай балҡый Уралтау; Көндөҙ күккә көн ҡалҡһа, Көмөштәй балҡый Уралтау.",— тип һәйләнәй һәйләнәй.,төнөн күккә ай ҡалҡһа алтындай балҡый уралтау көндөҙ күккә көн ҡалҡһа көмөштәй балҡый уралтау,тип һәйләнәй һәйләнәй,1.0,0.8494623655913979
142_Фахрисламов Адель.alignment_0005.wav,"Биттәреңдә, Уралтау, Ҡамыштай ҡарағай урманың, Итәгеңдә, Уралтау, Балаҫтан болон, ҡырҙарың...",— тип һәйбәт һәйбәт һәйбәт.,биттәреңдә уралтау ҡамыштай ҡарағай урманың итәгеңдә уралтау балаҫтан болон ҡырҙарың,тип һәйбәт һәйбәт һәйбәт,1.0,0.8928571428571429
142_Фахрисламов Адель.alignment_0006.wav,Ҡыҙарып ҡалҡҡан ҡояшты Һайрап ҡаршылай ҡоштарың; Тонйорап батҡан ҡояшты Һайрап оҙата ҡоштарың.,Күккә ашҡан ҡуралып.,ҡыҙарып ҡалҡҡан ҡояшты һайрап ҡаршылай ҡоштарың тонйорап батҡан ҡояшты һайрап оҙата ҡоштарың,күккә ашҡан ҡуралып,1.0,0.8695652173913043
142_Фахрисламов Адель.alignment_0007.wav,"Ай Уралым, Уралым, Һылыу ҙа һылыу Уралым!",— тип һәйләнәй.,ай уралым уралым һылыу ҙа һылыу уралым,тип һәйләнәй,1.0,0.9210526315789473
142_Фахрисламов Адель.alignment_0008.wav,"Һүҙем бөтһә лә телемдә, Йырым бөтмәне, Уралым!",Моҡтай йырҙарын...,һүҙем бөтһә лә телемдә йырым бөтмәне уралым,моҡтай йырҙарын,1.0,0.813953488372093
142_Фахрисламов Адель.alignment_0009.wav,"Маҡтап ҡурай уйнаһам, Бөтмәй ҙә торған көй булыр.",— тип һәйләнәй.,маҡтап ҡурай уйнаһам бөтмәй ҙә торған көй булыр,тип һәйләнәй,1.0,0.8085106382978723
142_Фахрисламов Адель.alignment_0010.wav,"Данлап йырым йырлаһам, Бөтмәй ҙә торған йыр булыр.",— тип һәйбәт һәйбәт һәйбәт.,данлап йырым йырлаһам бөтмәй ҙә торған йыр булыр,тип һәйбәт һәйбәт һәйбәт,1.0,0.7916666666666666
074_Галимова Азалия.alignment_0001.wav,"Их, рәхәт шыуа сана, юрта ат талғын ғына, Яҡ-яғымда киң ялан йоҡлап ята тып-тын ғына.","Ихрәһеҙ шыуасана, йорта атылғын ғына, яҡ яғынды киң ялан, йоҡлап ята, тып-тын ғына.",их рәхәт шыуа сана юрта ат талғын ғына яҡ яғымда киң ялан йоҡлап ята тып тын ғына,ихрәһеҙ шыуасана йорта атылғын ғына яҡ яғынды киң ялан йоҡлап ята тып тын ғына,0.47058823529411764,0.14814814814814814
074_Галимова Азалия.alignment_0002.wav,"Алдымда аҡ ҡар йәйелгән, ялтырап аҡ-аҡ булып, Ынйы-мәрйендәр сәселгән өҫтөнә ваҡ-ваҡ булып.","Алдынды аҡҡар йөйөлгән, Ялтырап апап булып, Өнйө мәрйәндәр сәсәлгән өҫтөнә, ваҡ-ваҡ булып.",алдымда аҡ ҡар йәйелгән ялтырап аҡ аҡ булып ынйы мәрйендәр сәселгән өҫтөнә ваҡ ваҡ булып,алдынды аҡҡар йөйөлгән ялтырап апап булып өнйө мәрйәндәр сәсәлгән өҫтөнә ваҡ ваҡ булып,0.6,0.13636363636363635
074_Галимова Азалия.alignment_0003.wav,"Юл ситендә ҡар киҫәктәре торалар теҙелешеп, Барыһы ла эйелеп ҡалалар, хуш-иҫән бул, тиешеп.","Юл ситендә ҡар киҫектәре торолар теҙелешеп, Барыһы ла йәйелеп ҡалалар, хуш иҫән бул, тиешеп.",юл ситендә ҡар киҫәктәре торалар теҙелешеп барыһы ла эйелеп ҡалалар хуш иҫән бул тиешеп,юл ситендә ҡар киҫектәре торолар теҙелешеп барыһы ла йәйелеп ҡалалар хуш иҫән бул тиешеп,0.21428571428571427,0.04597701149425287
